source_episode_index,source_start_frame,standardized_rmse,raw_rmse,max_abs_difference,query_action_rms,query_translation_rms,query_rotation_rms,query_gripper_abs_mean,query_temporal_std,candidate_action_rms,candidate_translation_rms,candidate_rotation_rms,candidate_gripper_abs_mean,candidate_temporal_std,training_episode_index,training_start_frame,training_task_index
449,23,0.33879661560058594,0.0617450935213384,0.28125,0.500825074414357,0.5002383021782086,0.04109018226865357,1.0,0.169415111612123,0.507591431715269,0.5168125687323678,0.027433174904675398,1.0,0.1753946743920817,742,21,12
449,77,0.4748477041721344,0.2104060441201824,2.0,0.4520737208137342,0.37378700309133495,0.061763992510777105,1.0,0.19727058052488136,0.4635924785499662,0.4044687790209093,0.06743125775857628,1.0,0.22469364429591984,538,73,12
449,132,0.7261485457420349,0.21796378738822678,1.0928571224212646,0.49906744363478805,0.4956510000452543,0.04643436778778636,1.0,0.2943945241478708,0.48612772045232017,0.46497489748324417,0.0433441971376552,1.0,0.3353437287111629,387,142,12
449,186,0.431281715631485,0.08421061028780394,0.2919642925262451,0.5075306375803827,0.5167870702310716,0.025197941087879434,1.0,0.17757755533645173,0.5052129891496245,0.5107757348480729,0.03654037451789423,1.0,0.18259045938385193,624,119,12
462,41,0.4296150505542755,0.10438915260549292,0.5196428894996643,0.470143295303825,0.4239347940746838,0.05190021821580031,1.0,0.16554786020566967,0.4929105337598047,0.48147990180427325,0.041860373128100675,1.0,0.18111552683844856,758,39,12
462,95,0.5921270847320557,0.1865907188768058,2.0,0.4341203468908905,0.31381511178051613,0.08903848596200062,1.0,0.2495198004575935,0.4489169178554251,0.364785438356547,0.06185883350222197,1.0,0.25206184822816396,758,101,12
465,0,0.41066494584083557,0.08849516860919585,0.44732141494750977,0.48629093611425517,0.46611135091968975,0.03450964821425743,1.0,0.17874943132190496,0.477736946060423,0.4449216518788244,0.03541326722303914,1.0,0.1743658686747213,762,0,12
465,54,0.6543041467666626,0.14129927833163194,0.6053571701049805,0.46239606699664354,0.40314176130066687,0.05507879296650004,1.0,0.17617442803752495,0.4780059690373653,0.444750367049749,0.04479314707554831,1.0,0.18606206283383275,762,54,12
465,109,0.5468496680259705,0.171663466369365,2.0,0.423285169925033,0.28442300393156883,0.06192202099651036,1.0,0.25699931896571043,0.42484561855119424,0.2917764790192397,0.05182038237487014,1.0,0.2569088057146446,701,91,12
465,163,0.5973524451255798,0.32458305979252533,2.0,0.47603711548045374,0.43710357554279283,0.06608262491702792,1.0,0.1731768565362932,0.4644855848925654,0.4078223881281166,0.061293581054244796,1.0,0.2585394097697815,548,130,12
489,40,0.5887678265571594,0.0891425857110193,0.375,0.4682926567215598,0.4160050507688924,0.07281364244807971,1.0,0.16837821857022,0.4777716158534326,0.4428950695813116,0.05595203430348558,1.0,0.1788242961357614,416,44,12
489,94,0.43848899006843567,0.09770311483026912,0.4178571105003357,0.44428170803082023,0.3546181761712043,0.03847726611263335,1.0,0.2691987161491268,0.44990901921768356,0.3709807551992312,0.0367274503577813,1.0,0.2748179943620969,534,87,12
494,2,0.21169164776802063,0.06495486509605673,0.2651785612106323,0.5011388439379083,0.5024183223276855,0.015367438436127465,1.0,0.18853776703307437,0.4990487901299027,0.4975677926069042,0.014453832152938157,1.0,0.18346773822105525,559,0,12
494,57,0.5079306364059448,0.09351281843515971,0.3642857074737549,0.45966448135095406,0.39621096754192986,0.05193154310549743,1.0,0.16208766704884053,0.45259089910401556,0.37710880330608554,0.04911383060342122,1.0,0.15455744949507086,414,63,12
494,111,0.41281789541244507,0.08122674445677165,0.3482142984867096,0.449084702329451,0.367647629505678,0.045625835593768586,1.0,0.2538696562965443,0.45625862975774795,0.38888484683482627,0.03420179481491663,1.0,0.2524425382581719,614,94,12
498,16,0.3785351514816284,0.07209906988359631,0.388392835855484,0.5042948455308197,0.5089376407875936,0.03235465948591471,1.0,0.16729422077466904,0.5010286075104569,0.5010732582011912,0.03644369426022745,1.0,0.16756570969627813,614,14,12
498,70,0.39079540967941284,0.1430768855143151,2.0,0.4580491913962304,0.3939829209554753,0.031600665379907425,1.0,0.13388441136548868,0.46050616798002736,0.40163223202972936,0.013368692506461773,1.0,0.16253967506444164,737,69,12
498,125,0.5195235013961792,0.09930656721735955,0.36964285373687744,0.5009847653947422,0.5008083875585856,0.038613568238305376,1.0,0.17186949683367417,0.4937017287097572,0.48405142981750493,0.03302735427846642,1.0,0.15999113906194443,387,200,12
523,38,0.4183366894721985,0.0799276059587057,0.3321428894996643,0.5053833936477657,0.5113833170501489,0.03340624269448297,1.0,0.17831605746074491,0.5017698505156507,0.5038442911846397,0.01667004226582213,1.0,0.1618952641495155,624,36,12
523,93,0.3712940216064453,0.0797538532109063,0.361607164144516,0.4248039748010293,0.2957164686269609,0.01697281744116969,1.0,0.25171007858782574,0.4250364339496361,0.2949918383397531,0.03430858605442897,1.0,0.2524074720285045,737,93,12
523,147,0.6035665273666382,0.1906939127105627,2.0,0.49126783137098085,0.4757025697383269,0.05924460710388737,1.0,0.27737963238674845,0.5193556996824401,0.5425635787011561,0.04077044987668317,1.0,0.2854741386404574,489,136,12
526,49,0.47953999042510986,0.1366393575823666,0.8330357074737549,0.4731823473296739,0.4311964813029501,0.056330927878045646,1.0,0.1632249533498769,0.45428096911692384,0.381230636565959,0.05350388628633032,1.0,0.16179901987574521,701,57,12
526,103,0.5364940762519836,0.13313786386288,2.0,0.48582613362332744,0.4633170335589228,0.0522851286129508,1.0,0.1933385659470765,0.4946900647745989,0.48513929899552005,0.048122770138069,1.0,0.15513606374432215,594,106,12
534,29,0.3045254647731781,0.08038326552078649,0.38035714626312256,0.4925447342194902,0.48204557742446896,0.01913452645497519,1.0,0.17131749885884243,0.4908946327201956,0.4775561591581084,0.0297944490631852,1.0,0.1769290193021645,758,26,12
534,83,0.4087912142276764,0.08588907502710273,0.3776785731315613,0.4445031329459918,0.35567252885259826,0.034507984826740994,1.0,0.25926277818855253,0.423629431214252,0.29076580634691446,0.02943355519731825,1.0,0.23630388642721328,737,88,12
534,137,0.5054841041564941,0.19671747942662554,2.0,0.497854782575241,0.4905389486453633,0.06615716468377551,1.0,0.29939189418883194,0.477543650001157,0.44058442837777645,0.06829262529262484,1.0,0.28772485000959147,737,142,12
538,53,0.5707296133041382,0.11146516883818769,0.3776785731315613,0.48273553738997865,0.4520250992022019,0.07800667169770076,1.0,0.19750426080153255,0.4530044749677711,0.37820480126226175,0.04958079363456736,1.0,0.1572130347859043,414,60,12
538,107,0.6386131048202515,0.12802599735527392,0.31339287757873535,0.4254501963798354,0.2875592488164506,0.07954898377276658,1.0,0.22019854726537494,0.43726275739803766,0.32282397639803534,0.092637418356062,1.0,0.22608398975990399,462,99,12
538,162,1.0063565969467163,0.28832933920793113,2.0,0.5079289141564816,0.5136914807473069,0.06905471423973497,1.0,0.28744806550993035,0.48480322259626446,0.4600825714845023,0.05834162243968867,1.0,0.2780083974062152,576,120,12
548,44,0.7373791933059692,0.08043716569283425,0.30267858505249023,0.46536833678414896,0.40709133577991446,0.07917018623928787,1.0,0.1743334679530801,0.4721860033353994,0.4312094593642816,0.031051348254659897,1.0,0.16201266065770153,576,40,12
548,99,0.5220311880111694,0.09693389710470568,0.3080357015132904,0.4491879517363984,0.3623072581969027,0.0787169271705389,1.0,0.2671878994078682,0.4539912346929772,0.3784777523197107,0.06587883130777945,1.0,0.2512096845111634,790,99,12
559,16,0.21532821655273438,0.06303845483552377,0.2651785612106323,0.4841828978762612,0.4617874237241761,0.020725797463891107,1.0,0.16134890953590264,0.4806778835079357,0.45301551308778654,0.02373063112736681,1.0,0.17081319175327708,494,18,12
559,71,0.30795520544052124,0.07351848312590042,0.28125,0.435996987539326,0.33137403839443413,0.02022664940173908,1.0,0.21738088598345748,0.4402301946427139,0.3444728250817164,0.014534880653062755,1.0,0.2276537757945206,684,68,12
559,125,0.4946737289428711,0.25896234969606585,2.0,0.4762771876383879,0.4377514027642369,0.06583019668549608,1.0,0.26959407201314217,0.48782876929697194,0.465877681816627,0.0700293125105123,1.0,0.24416595613622835,737,135,12
560,47,0.4028998017311096,0.09569124044844489,0.5544642806053162,0.4672279113791606,0.41841006121283497,0.031158253212401267,1.0,0.16786886104716148,0.47145942089767623,0.43014354446636477,0.01680766029664995,1.0,0.16249812472950292,534,55,12
560,101,0.5153492093086243,0.15981679859657918,2.0,0.4859899838223496,0.4626086978881804,0.06132815705731448,1.0,0.24295112522955425,0.5015753124807072,0.4996934153430488,0.06315069442540323,1.0,0.27468698946829845,409,106,12
576,21,0.459739625453949,0.08393646279981462,0.4392857253551483,0.4818486896383845,0.4545309191730826,0.042630382321437794,1.0,0.16892604804267833,0.48674405216902505,0.46802127095927276,0.02087004266454133,1.0,0.1520788950902095,559,24,12
576,75,0.3479548692703247,0.08506873148376723,0.5089285969734192,0.44048305253678377,0.3436762709208763,0.03576357282031754,1.0,0.2678172551255686,0.42640042865148947,0.30018130762774975,0.028253769848172607,1.0,0.25258514136195365,559,84,12
594,9,0.4412959814071655,0.12413249034214852,0.4848214387893677,0.5020462506377523,0.5035821151127132,0.0344877972225535,1.0,0.19315797514423877,0.49778160710761293,0.49330045872622313,0.038599097070436565,1.0,0.18504535147705461,790,12,12
594,63,0.3637460470199585,0.16613402499923077,2.0,0.46265542501328877,0.40567380653068946,0.03931320450048239,1.0,0.23463547357477,0.45149186305493944,0.3767975412333742,0.01812140166757214,1.0,0.1963922584443877,737,74,12
594,117,0.41436174511909485,0.11465010927188557,0.39642858505249023,0.5126619429631818,0.5265274328460198,0.0518409803187675,1.0,0.18417425366509474,0.5218120210906658,0.5455259967455097,0.06637935951165497,1.0,0.17700870320115297,383,148,12
614,43,0.4739872217178345,0.08721820439447482,0.4580357074737549,0.49333342340391534,0.47974637588691604,0.06627043333216165,1.0,0.19100601131322414,0.49210257364482757,0.4794459800010738,0.043008749875151506,1.0,0.18114483411824503,758,40,12
614,97,0.33547791838645935,0.09360215280181051,0.39642858505249023,0.4630821851368967,0.4070594352177978,0.03662248825809942,1.0,0.24688304683150797,0.47221624922582306,0.4313234739491042,0.03053677941849767,1.0,0.24440769037745366,762,119,12
624,25,0.2926103174686432,0.09482409434361957,0.31607145071029663,0.5041489269999495,0.5092884039429199,0.018609576336055925,1.0,0.16130771359705817,0.4853916949463732,0.4646795212637973,0.022019008564840646,1.0,0.16069543534908112,684,27,12
624,79,0.3665793836116791,0.09167844578644424,0.4178571403026581,0.4325949770697273,0.3201747882045274,0.028479315864111572,1.0,0.25384523805908543,0.4204235983811329,0.2802209066836792,0.023949564382337116,1.0,0.2344544751925093,559,79,12
627,0,0.4187873303890228,0.08114845135356664,0.3776785433292389,0.5031639711213477,0.5061500276172701,0.0349013919079669,1.0,0.19917998677231122,0.49907636417157736,0.49760513810664675,0.015361212111910372,1.0,0.18665037152721745,494,1,12
627,54,0.49638715386390686,0.15157136630280668,0.6723214387893677,0.48152595976428475,0.45382236008903637,0.04165951647207053,1.0,0.18140526545771848,0.4850620938836587,0.4633764967637089,0.030785879883330293,1.0,0.18119543713156722,594,45,12
627,109,0.66660076379776,0.12066972174098377,0.48750001192092896,0.4848484651102469,0.4593820028288729,0.06442247348334244,1.0,0.31482812189190845,0.46733428432938096,0.4185844155313445,0.032509457036535204,1.0,0.27925616783691204,416,110,12
684,28,0.28205886483192444,0.07234788589791151,0.3107143044471741,0.4851244135031183,0.464104893726855,0.020329116176602602,1.0,0.1587916945575915,0.4897712857007449,0.47538130894099767,0.019741828751461035,1.0,0.15312155121957344,559,27,12
684,83,0.3935585916042328,0.08043670481128966,0.3455357253551483,0.43205765761027215,0.3187918622897748,0.02471155000654377,1.0,0.26868545604013705,0.4288728919790173,0.3079742185924436,0.031513723826516654,1.0,0.25634142195682763,559,86,12
694,2,0.26938024163246155,0.0797342027155865,0.34017857909202576,0.4991705460846958,0.49688108985117047,0.034284039991386975,1.0,0.18513847674501568,0.4816235220454807,0.45450461501675155,0.036538489742000135,1.0,0.1693798766711411,414,9,12
694,57,0.6148819327354431,0.15852690300557745,0.7928571105003357,0.46874862007077245,0.42072061462509924,0.048509019835524775,1.0,0.14113114092692514,0.44001484653463935,0.3402379729616855,0.05165856321748743,1.0,0.10152479374807209,701,71,12
694,111,0.5593418478965759,0.12253634459663405,0.5169642567634583,0.49918019207221553,0.4948042381443351,0.05707406545881251,1.0,0.1978451898224413,0.5078577696708819,0.5166794185909555,0.03900313969889644,1.0,0.17390692281639622,416,132,12
701,41,0.41753652691841125,0.09201572074058155,0.39642858505249023,0.47880297424647883,0.4465220603477193,0.04697575934955896,1.0,0.18158866050071423,0.4929105337598047,0.48147990180427325,0.041860373128100675,1.0,0.18111552683844856,758,39,12
701,96,0.4956331253051758,0.13856669524569848,0.6214285492897034,0.43091236333740673,0.31222768768264403,0.04946334424686812,1.0,0.281100568051846,0.4452332262068198,0.35402851892396364,0.06223558305676575,1.0,0.28720266046051324,526,77,12
711,1,0.2673566937446594,0.07291200978033625,0.24107146263122559,0.5277457319689437,0.5621415956354472,0.02308955499320935,1.0,0.2085695664438772,0.5037946836790778,0.5080958890498303,0.026952338891099062,1.0,0.19242583809450217,684,3,12
711,56,0.379810094833374,0.10467015666703758,0.6883928775787354,0.4784375006119251,0.44733885463967965,0.025696571311360272,1.0,0.18161229424099803,0.4703072417630699,0.4271839138019761,0.016970788137115618,1.0,0.15811581582755127,534,57,12
711,110,0.6045389175415039,0.23197290525756703,2.0,0.4320844239986151,0.317110808293504,0.04163673068268063,1.0,0.26093209955041835,0.42870924637657337,0.3075157863268439,0.030786625779901027,1.0,0.24337558734722012,416,96,12
711,165,0.4702190160751343,0.14654331013804633,2.0,0.4757196519995772,0.43470174598185524,0.07586718045631158,1.0,0.2745497913841232,0.4609368514107952,0.3981818148638526,0.0621642819596275,1.0,0.24102264859391,790,102,12
737,17,0.4658619463443756,0.09494058638275803,0.3589285612106323,0.49112872219166215,0.4770185006238298,0.044015158446016424,1.0,0.1414924344584637,0.4913635781683404,0.47928987327714745,0.01742425297003277,1.0,0.15396976779403979,534,15,12
737,72,0.3516078293323517,0.08717753215682673,0.40714284777641296,0.4563012892425075,0.390170990829768,0.016081663423217468,1.0,0.1856380154610918,0.4500813528316196,0.37192205895709884,0.031804168230611746,1.0,0.19535674820862464,498,74,12
737,126,0.32880330085754395,0.06253836469479371,0.21964287757873535,0.4803444337961924,0.448980725638818,0.05877740372913744,1.0,0.16319819154112733,0.48010815326298417,0.4474595616712247,0.06548967810308715,1.0,0.16220850065847459,790,116,12
738,36,0.4533531665802002,0.1255545438444212,0.36964285373687744,0.5111637155700393,0.5244887259937469,0.03537012733906234,1.0,0.1933175755203311,0.4827615983372302,0.45768590299475065,0.03152865576719724,1.0,0.16216983797096676,560,31,12
738,90,0.4878179132938385,0.17233914735651681,2.0,0.4235544209367301,0.2875271453061559,0.05090139029410883,1.0,0.2657382768731296,0.4194226650583522,0.27323100429937947,0.049806487600218885,1.0,0.24473434882006975,382,73,12
738,145,0.5476068258285522,0.09130877991798816,0.3321428596973419,0.500770806434205,0.49258595901464775,0.09570270456332924,1.0,0.20851606931753772,0.5019326556965756,0.4957380375943199,0.0936057872653858,1.0,0.2049200219417235,462,137,12
742,29,0.37403130531311035,0.07650636933447487,0.35357144474983215,0.5120774737388628,0.526920684497629,0.029592513248459122,1.0,0.1728320806198109,0.5058383995062736,0.5115432347673993,0.045010968280318094,1.0,0.17488774095451562,449,31,12
742,84,0.4255964159965515,0.10500359989134071,0.4580357074737549,0.4528511541354062,0.37977867080787553,0.030679299267291456,1.0,0.2887899158950993,0.441079437321272,0.3455418772400558,0.03492813294849826,1.0,0.2690994365906022,576,74,12
758,0,0.26842302083969116,0.07787929823955593,0.3991071283817291,0.49835630514660295,0.4956794663843946,0.021745865279508576,1.0,0.18467242861066932,0.4993431812007931,0.49821606332408935,0.015785552673646445,1.0,0.1825322940917989,534,0,12
758,54,0.3470882773399353,0.0912654746655009,0.3776785731315613,0.47305254979072175,0.432302731693524,0.04394712184536562,1.0,0.17335162159854114,0.4528477227106898,0.3778030449495558,0.04930178303177354,1.0,0.1559353825328093,414,62,12
758,109,0.46064284443855286,0.11992612322022639,0.5571428537368774,0.4571060738136425,0.3851721771406651,0.07648294121659298,1.0,0.19360640564246828,0.455360870172686,0.3817090502933768,0.0692080374989432,1.0,0.20725305439904737,382,94,12
762,3,0.3988083004951477,0.0821333096748472,0.3776785731315613,0.4824800476964158,0.45659752181148827,0.03681070588280978,1.0,0.18079405933555553,0.483656378794247,0.4606715614184983,0.0164274844825915,1.0,0.17320533804707047,489,0,12
762,58,0.46378931403160095,0.12294079561070523,0.5008928775787354,0.47287012884888163,0.4317470005434248,0.04482073131997901,1.0,0.18517227962066765,0.4788098673408316,0.4467842702549347,0.04458576379260377,1.0,0.1803583360106155,758,50,12
762,112,0.3773978352546692,0.1441724540344796,2.0,0.46250189967689853,0.4063147695865988,0.026337390914482544,1.0,0.26960969009340674,0.4504491060082648,0.3727880542195949,0.0337539114722053,1.0,0.25956345509968154,614,91,12
782,14,0.33196863532066345,0.09218485438759534,0.6696428656578064,0.4996127957190661,0.4986169654915684,0.02186309444008862,1.0,0.15326554381779098,0.4934561780709275,0.4843016661515734,0.016819494869528655,1.0,0.15430101277146138,534,14,12
782,68,0.638651967048645,0.11955735594193252,0.5517857074737549,0.4473121842465779,0.354805610300269,0.08747622139086786,1.0,0.14627600665254298,0.4615939547726887,0.40228053087073373,0.04469890761498553,1.0,0.1518029869026188,762,68,12
782,123,1.6220238208770752,0.3294911382093427,2.0,0.45896081384175785,0.3793500873206029,0.11943720001961103,1.0,0.257505303409048,0.45702220267475824,0.3856325542113237,0.07291011717899862,1.0,0.2606832092711922,784,102,12
784,11,0.4069836735725403,0.09506967242097737,0.3642857074737549,0.5001397242894627,0.49927809621271446,0.03236435597485508,1.0,0.18682057016597903,0.49913631287294025,0.49779446591298626,0.013679923464334139,1.0,0.1829574950939242,494,9,12
784,66,0.5428339242935181,0.13679196316906417,0.5598214268684387,0.4628015813628872,0.40250049471660054,0.06652613832822657,1.0,0.21761518571779057,0.4637765127732437,0.40887419580813145,0.0369064249489454,1.0,0.21420109766026613,560,57,12
784,120,0.5756198167800903,0.13657864602330547,0.46875,0.4869971182753446,0.4637047346520685,0.07093919848056178,1.0,0.1564346396008594,0.5061294325952913,0.5109389332679369,0.05771550105961927,1.0,0.1828007808736613,560,113,12
790,28,0.3077658414840698,0.07883111061217742,0.5357142686843872,0.5033165875336365,0.5067083605874944,0.03179634642394647,1.0,0.17974387408989728,0.4899021733432131,0.475712225286079,0.019344355463769235,1.0,0.15268630457908913,559,28,12
790,82,0.42850610613822937,0.07603040351130382,0.3642857074737549,0.43562857190503246,0.3247986271212468,0.06304317060709543,1.0,0.26533453980774346,0.4400372487045283,0.3414935906649927,0.043111654790584396,1.0,0.2668321786059934,594,78,12
790,137,0.610069215297699,0.2264318514467537,2.0,0.4708972416546924,0.41930900629298,0.09082833095234337,1.0,0.3067977843103781,0.47171470809885796,0.4216180311068016,0.09003345377211654,1.0,0.2942944052659806,382,127,12
