state_id,env_step,representation,distance_to_original,distance_to_alternate,alternate_alignment
libero_goal_task03_ep000_seed0_step0050,50,action_chunk,0.3586894737468536,0.7543463150830207,-0.35547539918021687
libero_goal_task03_ep000_seed0_step0050,50,vlm_last_layer,0.0433974526822567,0.03746642917394638,0.07334576787764423
libero_goal_task03_ep000_seed0_step0050,50,action_expert_last_layer,0.4878162563244539,0.7768338908110393,-0.22853564295329207
libero_goal_task03_ep000_seed0_step0100,100,action_chunk,1.2288960347952294,0.5574485395030285,0.37587792688651356
libero_goal_task03_ep000_seed0_step0100,100,vlm_last_layer,0.042823564261198044,0.03741094097495079,0.06746004440753567
libero_goal_task03_ep000_seed0_step0100,100,action_expert_last_layer,0.9850294980343778,0.5496563351684225,0.28368878727273894
libero_goal_task03_ep001_seed1_step0050,50,action_chunk,0.4249285120195994,0.7300304091516533,-0.26416688207633193
libero_goal_task03_ep001_seed1_step0050,50,vlm_last_layer,0.04337635263800621,0.03748313710093498,0.07288217568646255
libero_goal_task03_ep001_seed1_step0050,50,action_expert_last_layer,0.5330003337154977,0.7253991677669946,-0.15289169601929767
libero_goal_task03_ep001_seed1_step0100,100,action_chunk,1.1923880413525707,0.6712360028101121,0.27964440584184974
libero_goal_task03_ep001_seed1_step0100,100,vlm_last_layer,0.04264747351408005,0.03729129582643509,0.06700350445513178
libero_goal_task03_ep001_seed1_step0100,100,action_expert_last_layer,0.9859674811895338,0.6231631761514596,0.22546603247096786
