support_pair_id,goal,gap_candidate_id,gap_support_stratum,gap_proposal_attempt_count,gap_proposal_success_count,gap_bridge_evidence_count,gap_bridge_pass_count,gap_wrong_goal_count,gap_unexpected_terminal_count,gap_feasibility_kind,gap_factorized_placement_action_count,comparison_candidate_id,comparison_support_stratum,comparison_proposal_attempt_count,comparison_proposal_success_count,same_proposal_bank,same_execution_contract,proposal_outcome_estimable,selected_cost_estimable,shared_success_count,success_set_jaccard
drawer-open__possession-grasped__locus-cabinet-side__layout-a,cabinet,stagea__drawer-open__possession-grasped__locus-cabinet-side__support-transverse-low-support__layout-a,transverse_low_support,46,0,46,46,0,0,factorized_policy_free_path_v1,204,stagea__drawer-open__possession-grasped__locus-cabinet-side__support-demonstration-near__layout-a,demonstration_near,46,1,True,True,True,False,0,0.0
