candidate_id,source_id,goal,feasibility_kind,physical_feasible,feasibility_policy_loaded,normalized_state_sha256,normalization_action_sha256,factorized_placement_action_count,factorized_result_file_sha256,proposal_attempt_count,proposal_success_count,selected_proposal_count,wrong_goal_count,unexpected_terminal_count,bridge_evidence_count,bridge_pass_count,proposal_execution_mode,drawer_aperture,possession,transit_locus,support_stratum,layout,state_sha256,proposal_compatible,competence_compatibility_gap
stagea__drawer-open__possession-grasped__locus-cabinet-side__support-transverse-low-support__layout-a,v38_factorized_promotion,cabinet,factorized_policy_free_path_v1,True,False,b9290a991e8d36ef8a048fa7a8ab441bd64948751991439ed382b4daf0eca5dc,aa90567f5fb0ddb14ec8c006f8d31cbce56dfc7b33373b43b3ad1a01f8ac284d,204.0,f8283663b953e97ac62afef0c6685c6c4e1a1b373b83a45845dc6ef29614c26c,46,0,0,0,0,46,46,action_intrinsic_pregrasp_bowl_registered_v1,open,grasped,cabinet_side,transverse_low_support,A,e800c3ac08e6c4f66486f2c6e637b22683474b6696e00d837661abab24ad4255,False,True
