state_id,condition,layer,span,vlm_rmse
libero_goal_task03_ep000_seed0_step0050,main_mean,3,observation.images.camera1,0.16649557650089264
libero_goal_task03_ep000_seed0_step0050,main_mean,3,observation.images.camera2,0.0005943904398009181
libero_goal_task03_ep000_seed0_step0050,main_mean,3,observation.language,0.014556748792529106
libero_goal_task03_ep000_seed0_step0050,main_mean,3,observation.state,0.010462598875164986
libero_goal_task03_ep000_seed0_step0050,main_mean,7,observation.images.camera1,0.1779101938009262
libero_goal_task03_ep000_seed0_step0050,main_mean,7,observation.images.camera2,0.001038087299093604
libero_goal_task03_ep000_seed0_step0050,main_mean,7,observation.language,0.01739923655986786
libero_goal_task03_ep000_seed0_step0050,main_mean,7,observation.state,0.019807538017630577
libero_goal_task03_ep000_seed0_step0050,main_mean,11,observation.images.camera1,0.19595208764076233
libero_goal_task03_ep000_seed0_step0050,main_mean,11,observation.images.camera2,0.001726461574435234
libero_goal_task03_ep000_seed0_step0050,main_mean,11,observation.language,0.025953376665711403
libero_goal_task03_ep000_seed0_step0050,main_mean,11,observation.state,0.03803063556551933
libero_goal_task03_ep000_seed0_step0050,main_mean,15,observation.images.camera1,0.20605994760990143
libero_goal_task03_ep000_seed0_step0050,main_mean,15,observation.images.camera2,0.002685444662347436
libero_goal_task03_ep000_seed0_step0050,main_mean,15,observation.language,0.0475560687482357
libero_goal_task03_ep000_seed0_step0050,main_mean,15,observation.state,0.06112608686089516
libero_goal_task03_ep000_seed0_step0050,wrist_mean,3,observation.images.camera1,0.0010023865615949035
libero_goal_task03_ep000_seed0_step0050,wrist_mean,3,observation.images.camera2,0.17150425910949707
libero_goal_task03_ep000_seed0_step0050,wrist_mean,3,observation.language,0.029826942831277847
libero_goal_task03_ep000_seed0_step0050,wrist_mean,3,observation.state,0.017172547057271004
libero_goal_task03_ep000_seed0_step0050,wrist_mean,7,observation.images.camera1,0.003018026938661933
libero_goal_task03_ep000_seed0_step0050,wrist_mean,7,observation.images.camera2,0.1802377700805664
libero_goal_task03_ep000_seed0_step0050,wrist_mean,7,observation.language,0.037753649055957794
libero_goal_task03_ep000_seed0_step0050,wrist_mean,7,observation.state,0.031920645385980606
libero_goal_task03_ep000_seed0_step0050,wrist_mean,11,observation.images.camera1,0.005474329926073551
libero_goal_task03_ep000_seed0_step0050,wrist_mean,11,observation.images.camera2,0.20097406208515167
libero_goal_task03_ep000_seed0_step0050,wrist_mean,11,observation.language,0.05445430800318718
libero_goal_task03_ep000_seed0_step0050,wrist_mean,11,observation.state,0.04762512445449829
libero_goal_task03_ep000_seed0_step0050,wrist_mean,15,observation.images.camera1,0.0073093390092253685
libero_goal_task03_ep000_seed0_step0050,wrist_mean,15,observation.images.camera2,0.21165823936462402
libero_goal_task03_ep000_seed0_step0050,wrist_mean,15,observation.language,0.07342560589313507
libero_goal_task03_ep000_seed0_step0050,wrist_mean,15,observation.state,0.059911098331213
libero_goal_task03_ep000_seed0_step0100,paraphrase,3,observation.images.camera1,0.0007100908551365137
libero_goal_task03_ep000_seed0_step0100,paraphrase,3,observation.images.camera2,0.0005975568201392889
libero_goal_task03_ep000_seed0_step0100,paraphrase,3,observation.language,0.1619359850883484
libero_goal_task03_ep000_seed0_step0100,paraphrase,3,observation.state,0.019828304648399353
libero_goal_task03_ep000_seed0_step0100,paraphrase,7,observation.images.camera1,0.001421968569047749
libero_goal_task03_ep000_seed0_step0100,paraphrase,7,observation.images.camera2,0.0009746740688569844
libero_goal_task03_ep000_seed0_step0100,paraphrase,7,observation.language,0.14697964489459991
libero_goal_task03_ep000_seed0_step0100,paraphrase,7,observation.state,0.028785711154341698
libero_goal_task03_ep000_seed0_step0100,paraphrase,11,observation.images.camera1,0.0020730318501591682
libero_goal_task03_ep000_seed0_step0100,paraphrase,11,observation.images.camera2,0.0013539297506213188
libero_goal_task03_ep000_seed0_step0100,paraphrase,11,observation.language,0.15268301963806152
libero_goal_task03_ep000_seed0_step0100,paraphrase,11,observation.state,0.046340249478816986
libero_goal_task03_ep000_seed0_step0100,paraphrase,15,observation.images.camera1,0.0025925450026988983
libero_goal_task03_ep000_seed0_step0100,paraphrase,15,observation.images.camera2,0.0016664548311382532
libero_goal_task03_ep000_seed0_step0100,paraphrase,15,observation.language,0.1318531632423401
libero_goal_task03_ep000_seed0_step0100,paraphrase,15,observation.state,0.04557961970567703
libero_goal_task03_ep000_seed0_step0100,alternate_goal,3,observation.images.camera1,0.0008762352517805994
libero_goal_task03_ep000_seed0_step0100,alternate_goal,3,observation.images.camera2,0.0006946322391740978
libero_goal_task03_ep000_seed0_step0100,alternate_goal,3,observation.language,0.1745627373456955
libero_goal_task03_ep000_seed0_step0100,alternate_goal,3,observation.state,0.0618043877184391
libero_goal_task03_ep000_seed0_step0100,alternate_goal,7,observation.images.camera1,0.0014949223259463906
libero_goal_task03_ep000_seed0_step0100,alternate_goal,7,observation.images.camera2,0.0010766988852992654
libero_goal_task03_ep000_seed0_step0100,alternate_goal,7,observation.language,0.16294018924236298
libero_goal_task03_ep000_seed0_step0100,alternate_goal,7,observation.state,0.08099755644798279
libero_goal_task03_ep000_seed0_step0100,alternate_goal,11,observation.images.camera1,0.0022082380019128323
libero_goal_task03_ep000_seed0_step0100,alternate_goal,11,observation.images.camera2,0.0015470876824110746
libero_goal_task03_ep000_seed0_step0100,alternate_goal,11,observation.language,0.16171033680438995
libero_goal_task03_ep000_seed0_step0100,alternate_goal,11,observation.state,0.08426111936569214
libero_goal_task03_ep000_seed0_step0100,alternate_goal,15,observation.images.camera1,0.0027387416921555996
libero_goal_task03_ep000_seed0_step0100,alternate_goal,15,observation.images.camera2,0.0018639224581420422
libero_goal_task03_ep000_seed0_step0100,alternate_goal,15,observation.language,0.12346011400222778
libero_goal_task03_ep000_seed0_step0100,alternate_goal,15,observation.state,0.060949090868234634
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,3,observation.images.camera1,0.0009148638346232474
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,3,observation.images.camera2,0.0006950296810828149
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,3,observation.language,0.1965012401342392
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,3,observation.state,0.02756134420633316
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,7,observation.images.camera1,0.0018661440117284656
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,7,observation.images.camera2,0.001172714284621179
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,7,observation.language,0.17520643770694733
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,7,observation.state,0.04009268432855606
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,11,observation.images.camera1,0.002836507512256503
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,11,observation.images.camera2,0.0017754356376826763
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,11,observation.language,0.18096832931041718
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,11,observation.state,0.057741452008485794
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,15,observation.images.camera1,0.0037785382010042667
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,15,observation.images.camera2,0.002329602837562561
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,15,observation.language,0.15812373161315918
libero_goal_task03_ep000_seed0_step0100,contradictory_alternate_goal,15,observation.state,0.06364622712135315
libero_goal_task03_ep000_seed0_step0100,main_mean,3,observation.images.camera1,0.1773853302001953
libero_goal_task03_ep000_seed0_step0100,main_mean,3,observation.images.camera2,0.0005500911502167583
libero_goal_task03_ep000_seed0_step0100,main_mean,3,observation.language,0.01853417418897152
libero_goal_task03_ep000_seed0_step0100,main_mean,3,observation.state,0.015624061226844788
libero_goal_task03_ep000_seed0_step0100,main_mean,7,observation.images.camera1,0.18922603130340576
libero_goal_task03_ep000_seed0_step0100,main_mean,7,observation.images.camera2,0.0012130773393437266
libero_goal_task03_ep000_seed0_step0100,main_mean,7,observation.language,0.02149871177971363
libero_goal_task03_ep000_seed0_step0100,main_mean,7,observation.state,0.024059966206550598
libero_goal_task03_ep000_seed0_step0100,main_mean,11,observation.images.camera1,0.20748387277126312
libero_goal_task03_ep000_seed0_step0100,main_mean,11,observation.images.camera2,0.0021050735376775265
libero_goal_task03_ep000_seed0_step0100,main_mean,11,observation.language,0.029779057949781418
libero_goal_task03_ep000_seed0_step0100,main_mean,11,observation.state,0.03977782651782036
libero_goal_task03_ep000_seed0_step0100,main_mean,15,observation.images.camera1,0.21856896579265594
libero_goal_task03_ep000_seed0_step0100,main_mean,15,observation.images.camera2,0.003367134602740407
libero_goal_task03_ep000_seed0_step0100,main_mean,15,observation.language,0.05007753148674965
libero_goal_task03_ep000_seed0_step0100,main_mean,15,observation.state,0.07093038409948349
libero_goal_task03_ep000_seed0_step0100,wrist_mean,3,observation.images.camera1,0.001053774612955749
libero_goal_task03_ep000_seed0_step0100,wrist_mean,3,observation.images.camera2,0.13892993330955505
libero_goal_task03_ep000_seed0_step0100,wrist_mean,3,observation.language,0.016790075227618217
libero_goal_task03_ep000_seed0_step0100,wrist_mean,3,observation.state,0.013171065598726273
libero_goal_task03_ep000_seed0_step0100,wrist_mean,7,observation.images.camera1,0.002955504460260272
libero_goal_task03_ep000_seed0_step0100,wrist_mean,7,observation.images.camera2,0.14846965670585632
libero_goal_task03_ep000_seed0_step0100,wrist_mean,7,observation.language,0.024483421817421913
libero_goal_task03_ep000_seed0_step0100,wrist_mean,7,observation.state,0.021583812311291695
libero_goal_task03_ep000_seed0_step0100,wrist_mean,11,observation.images.camera1,0.004680732265114784
libero_goal_task03_ep000_seed0_step0100,wrist_mean,11,observation.images.camera2,0.1643330603837967
libero_goal_task03_ep000_seed0_step0100,wrist_mean,11,observation.language,0.03413050249218941
libero_goal_task03_ep000_seed0_step0100,wrist_mean,11,observation.state,0.041561949998140335
libero_goal_task03_ep000_seed0_step0100,wrist_mean,15,observation.images.camera1,0.006297224201261997
libero_goal_task03_ep000_seed0_step0100,wrist_mean,15,observation.images.camera2,0.1739094853401184
libero_goal_task03_ep000_seed0_step0100,wrist_mean,15,observation.language,0.045729804784059525
libero_goal_task03_ep000_seed0_step0100,wrist_mean,15,observation.state,0.04547576233744621
libero_goal_task03_ep001_seed1_step0050,paraphrase,3,observation.images.camera1,0.000741584983188659
libero_goal_task03_ep001_seed1_step0050,paraphrase,3,observation.images.camera2,0.0005878987140022218
libero_goal_task03_ep001_seed1_step0050,paraphrase,3,observation.language,0.159662663936615
libero_goal_task03_ep001_seed1_step0050,paraphrase,3,observation.state,0.021882085129618645
libero_goal_task03_ep001_seed1_step0050,paraphrase,7,observation.images.camera1,0.001415377832017839
libero_goal_task03_ep001_seed1_step0050,paraphrase,7,observation.images.camera2,0.0009787367889657617
libero_goal_task03_ep001_seed1_step0050,paraphrase,7,observation.language,0.14668333530426025
libero_goal_task03_ep001_seed1_step0050,paraphrase,7,observation.state,0.03616373613476753
libero_goal_task03_ep001_seed1_step0050,paraphrase,11,observation.images.camera1,0.0020399210043251514
libero_goal_task03_ep001_seed1_step0050,paraphrase,11,observation.images.camera2,0.0013770124642178416
libero_goal_task03_ep001_seed1_step0050,paraphrase,11,observation.language,0.1543961763381958
libero_goal_task03_ep001_seed1_step0050,paraphrase,11,observation.state,0.043611664324998856
libero_goal_task03_ep001_seed1_step0050,paraphrase,15,observation.images.camera1,0.0025140573270618916
libero_goal_task03_ep001_seed1_step0050,paraphrase,15,observation.images.camera2,0.0016894537257030606
libero_goal_task03_ep001_seed1_step0050,paraphrase,15,observation.language,0.14048753678798676
libero_goal_task03_ep001_seed1_step0050,paraphrase,15,observation.state,0.04317859560251236
libero_goal_task03_ep001_seed1_step0050,alternate_goal,3,observation.images.camera1,0.0008860084926709533
libero_goal_task03_ep001_seed1_step0050,alternate_goal,3,observation.images.camera2,0.0006998020107857883
libero_goal_task03_ep001_seed1_step0050,alternate_goal,3,observation.language,0.17217057943344116
libero_goal_task03_ep001_seed1_step0050,alternate_goal,3,observation.state,0.054336752742528915
libero_goal_task03_ep001_seed1_step0050,alternate_goal,7,observation.images.camera1,0.0015314302872866392
libero_goal_task03_ep001_seed1_step0050,alternate_goal,7,observation.images.camera2,0.0010608737356960773
libero_goal_task03_ep001_seed1_step0050,alternate_goal,7,observation.language,0.16388338804244995
libero_goal_task03_ep001_seed1_step0050,alternate_goal,7,observation.state,0.08227547258138657
libero_goal_task03_ep001_seed1_step0050,alternate_goal,11,observation.images.camera1,0.002113598631694913
libero_goal_task03_ep001_seed1_step0050,alternate_goal,11,observation.images.camera2,0.0015127636725082994
libero_goal_task03_ep001_seed1_step0050,alternate_goal,11,observation.language,0.16291508078575134
libero_goal_task03_ep001_seed1_step0050,alternate_goal,11,observation.state,0.0777394101023674
libero_goal_task03_ep001_seed1_step0050,alternate_goal,15,observation.images.camera1,0.0025978628545999527
libero_goal_task03_ep001_seed1_step0050,alternate_goal,15,observation.images.camera2,0.0018497559940442443
libero_goal_task03_ep001_seed1_step0050,alternate_goal,15,observation.language,0.1314946413040161
libero_goal_task03_ep001_seed1_step0050,alternate_goal,15,observation.state,0.06610637903213501
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,3,observation.images.camera1,0.0009324126876890659
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,3,observation.images.camera2,0.0006960715400055051
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,3,observation.language,0.19391219317913055
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,3,observation.state,0.03282175958156586
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,7,observation.images.camera1,0.001867105602286756
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,7,observation.images.camera2,0.001132288365624845
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,7,observation.language,0.17420141398906708
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,7,observation.state,0.051255274564027786
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,11,observation.images.camera1,0.0028078833129256964
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,11,observation.images.camera2,0.0017111413180828094
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,11,observation.language,0.1825951486825943
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,11,observation.state,0.05726739019155502
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,15,observation.images.camera1,0.003590695094317198
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,15,observation.images.camera2,0.002211195882409811
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,15,observation.language,0.16387610137462616
libero_goal_task03_ep001_seed1_step0050,contradictory_alternate_goal,15,observation.state,0.05473131686449051
libero_goal_task03_ep001_seed1_step0050,main_mean,3,observation.images.camera1,0.16552899777889252
libero_goal_task03_ep001_seed1_step0050,main_mean,3,observation.images.camera2,0.0005316834431141615
libero_goal_task03_ep001_seed1_step0050,main_mean,3,observation.language,0.015353946946561337
libero_goal_task03_ep001_seed1_step0050,main_mean,3,observation.state,0.010321993380784988
libero_goal_task03_ep001_seed1_step0050,main_mean,7,observation.images.camera1,0.17653964459896088
libero_goal_task03_ep001_seed1_step0050,main_mean,7,observation.images.camera2,0.0009650065912865102
libero_goal_task03_ep001_seed1_step0050,main_mean,7,observation.language,0.01670110784471035
libero_goal_task03_ep001_seed1_step0050,main_mean,7,observation.state,0.01974676363170147
libero_goal_task03_ep001_seed1_step0050,main_mean,11,observation.images.camera1,0.1940872073173523
libero_goal_task03_ep001_seed1_step0050,main_mean,11,observation.images.camera2,0.001658756285905838
libero_goal_task03_ep001_seed1_step0050,main_mean,11,observation.language,0.0324280671775341
libero_goal_task03_ep001_seed1_step0050,main_mean,11,observation.state,0.04086234048008919
libero_goal_task03_ep001_seed1_step0050,main_mean,15,observation.images.camera1,0.20425403118133545
libero_goal_task03_ep001_seed1_step0050,main_mean,15,observation.images.camera2,0.002526837633922696
libero_goal_task03_ep001_seed1_step0050,main_mean,15,observation.language,0.0453626774251461
libero_goal_task03_ep001_seed1_step0050,main_mean,15,observation.state,0.05018593743443489
libero_goal_task03_ep001_seed1_step0050,wrist_mean,3,observation.images.camera1,0.0011565895983949304
libero_goal_task03_ep001_seed1_step0050,wrist_mean,3,observation.images.camera2,0.1709955483675003
libero_goal_task03_ep001_seed1_step0050,wrist_mean,3,observation.language,0.02886137180030346
libero_goal_task03_ep001_seed1_step0050,wrist_mean,3,observation.state,0.01583436317741871
libero_goal_task03_ep001_seed1_step0050,wrist_mean,7,observation.images.camera1,0.0034398247953504324
libero_goal_task03_ep001_seed1_step0050,wrist_mean,7,observation.images.camera2,0.1796378642320633
libero_goal_task03_ep001_seed1_step0050,wrist_mean,7,observation.language,0.03864108771085739
libero_goal_task03_ep001_seed1_step0050,wrist_mean,7,observation.state,0.030743945389986038
libero_goal_task03_ep001_seed1_step0050,wrist_mean,11,observation.images.camera1,0.006264610216021538
libero_goal_task03_ep001_seed1_step0050,wrist_mean,11,observation.images.camera2,0.20047809183597565
libero_goal_task03_ep001_seed1_step0050,wrist_mean,11,observation.language,0.05622130259871483
libero_goal_task03_ep001_seed1_step0050,wrist_mean,11,observation.state,0.0465921089053154
libero_goal_task03_ep001_seed1_step0050,wrist_mean,15,observation.images.camera1,0.008409094996750355
libero_goal_task03_ep001_seed1_step0050,wrist_mean,15,observation.images.camera2,0.21136322617530823
libero_goal_task03_ep001_seed1_step0050,wrist_mean,15,observation.language,0.07533342391252518
libero_goal_task03_ep001_seed1_step0050,wrist_mean,15,observation.state,0.06576648354530334
libero_goal_task03_ep001_seed1_step0100,paraphrase,3,observation.images.camera1,0.0007101605297066271
libero_goal_task03_ep001_seed1_step0100,paraphrase,3,observation.images.camera2,0.0005938734393566847
libero_goal_task03_ep001_seed1_step0100,paraphrase,3,observation.language,0.16078409552574158
libero_goal_task03_ep001_seed1_step0100,paraphrase,3,observation.state,0.019351786002516747
libero_goal_task03_ep001_seed1_step0100,paraphrase,7,observation.images.camera1,0.0014644348993897438
libero_goal_task03_ep001_seed1_step0100,paraphrase,7,observation.images.camera2,0.0009569978574290872
libero_goal_task03_ep001_seed1_step0100,paraphrase,7,observation.language,0.14673760533332825
libero_goal_task03_ep001_seed1_step0100,paraphrase,7,observation.state,0.027962498366832733
libero_goal_task03_ep001_seed1_step0100,paraphrase,11,observation.images.camera1,0.002129092812538147
libero_goal_task03_ep001_seed1_step0100,paraphrase,11,observation.images.camera2,0.0013763511087745428
libero_goal_task03_ep001_seed1_step0100,paraphrase,11,observation.language,0.15113769471645355
libero_goal_task03_ep001_seed1_step0100,paraphrase,11,observation.state,0.041716594249010086
libero_goal_task03_ep001_seed1_step0100,paraphrase,15,observation.images.camera1,0.002640293911099434
libero_goal_task03_ep001_seed1_step0100,paraphrase,15,observation.images.camera2,0.0017088453751057386
libero_goal_task03_ep001_seed1_step0100,paraphrase,15,observation.language,0.13362465798854828
libero_goal_task03_ep001_seed1_step0100,paraphrase,15,observation.state,0.04336826875805855
libero_goal_task03_ep001_seed1_step0100,alternate_goal,3,observation.images.camera1,0.0008259675232693553
libero_goal_task03_ep001_seed1_step0100,alternate_goal,3,observation.images.camera2,0.0006966404034756124
libero_goal_task03_ep001_seed1_step0100,alternate_goal,3,observation.language,0.17300154268741608
libero_goal_task03_ep001_seed1_step0100,alternate_goal,3,observation.state,0.05778215453028679
libero_goal_task03_ep001_seed1_step0100,alternate_goal,7,observation.images.camera1,0.0014869642909616232
libero_goal_task03_ep001_seed1_step0100,alternate_goal,7,observation.images.camera2,0.0011199123691767454
libero_goal_task03_ep001_seed1_step0100,alternate_goal,7,observation.language,0.16314150393009186
libero_goal_task03_ep001_seed1_step0100,alternate_goal,7,observation.state,0.07507361471652985
libero_goal_task03_ep001_seed1_step0100,alternate_goal,11,observation.images.camera1,0.0022021224722266197
libero_goal_task03_ep001_seed1_step0100,alternate_goal,11,observation.images.camera2,0.0015997991431504488
libero_goal_task03_ep001_seed1_step0100,alternate_goal,11,observation.language,0.16113446652889252
libero_goal_task03_ep001_seed1_step0100,alternate_goal,11,observation.state,0.0759720504283905
libero_goal_task03_ep001_seed1_step0100,alternate_goal,15,observation.images.camera1,0.0027369109448045492
libero_goal_task03_ep001_seed1_step0100,alternate_goal,15,observation.images.camera2,0.0019407919608056545
libero_goal_task03_ep001_seed1_step0100,alternate_goal,15,observation.language,0.12582971155643463
libero_goal_task03_ep001_seed1_step0100,alternate_goal,15,observation.state,0.05728938430547714
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,3,observation.images.camera1,0.0008873583865351975
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,3,observation.images.camera2,0.0006943042390048504
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,3,observation.language,0.19526457786560059
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,3,observation.state,0.026388229802250862
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,7,observation.images.camera1,0.0018340632086619735
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,7,observation.images.camera2,0.0011940794065594673
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,7,observation.language,0.17507816851139069
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,7,observation.state,0.036312416195869446
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,11,observation.images.camera1,0.0027864142321050167
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,11,observation.images.camera2,0.001805698499083519
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,11,observation.language,0.18043556809425354
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,11,observation.state,0.05081219971179962
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,15,observation.images.camera1,0.0036758780479431152
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,15,observation.images.camera2,0.002345847897231579
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,15,observation.language,0.1593061089515686
libero_goal_task03_ep001_seed1_step0100,contradictory_alternate_goal,15,observation.state,0.057567548006772995
libero_goal_task03_ep001_seed1_step0100,main_mean,3,observation.images.camera1,0.17787708342075348
libero_goal_task03_ep001_seed1_step0100,main_mean,3,observation.images.camera2,0.0005425577401183546
libero_goal_task03_ep001_seed1_step0100,main_mean,3,observation.language,0.01778639480471611
libero_goal_task03_ep001_seed1_step0100,main_mean,3,observation.state,0.012642252258956432
libero_goal_task03_ep001_seed1_step0100,main_mean,7,observation.images.camera1,0.18967591226100922
libero_goal_task03_ep001_seed1_step0100,main_mean,7,observation.images.camera2,0.0011995245004072785
libero_goal_task03_ep001_seed1_step0100,main_mean,7,observation.language,0.020602243021130562
libero_goal_task03_ep001_seed1_step0100,main_mean,7,observation.state,0.021002216264605522
libero_goal_task03_ep001_seed1_step0100,main_mean,11,observation.images.camera1,0.20812073349952698
libero_goal_task03_ep001_seed1_step0100,main_mean,11,observation.images.camera2,0.002133855829015374
