state_id,env_step,representation,denoising_index,timestep,distance_to_original,distance_to_alternate,alternate_alignment
libero_goal_task03_ep000_seed0_step0050,50,expert_hidden,0,1.0,0.30103506328360524,0.24262441136899254,0.10743977551745514
libero_goal_task03_ep000_seed0_step0050,50,expert_hidden,1,0.8999999761581421,0.31001939286302854,0.2512101838592443,0.10478636807996712
libero_goal_task03_ep000_seed0_step0050,50,expert_hidden,2,0.800000011920929,0.32191057956306135,0.26316812700211295,0.10040094076540253
libero_goal_task03_ep000_seed0_step0050,50,expert_hidden,3,0.699999988079071,0.3340151753307281,0.27542198644521887,0.09614311788070842
libero_goal_task03_ep000_seed0_step0050,50,expert_hidden,4,0.6000000238418579,0.34897025459469166,0.2911130739350945,0.09039007591791197
libero_goal_task03_ep000_seed0_step0050,50,expert_hidden,5,0.5,0.36610438830409625,0.3091504063661209,0.08434443174267381
libero_goal_task03_ep000_seed0_step0050,50,expert_hidden,6,0.4000000059604645,0.38518129503798565,0.331027267720989,0.07561209141145254
libero_goal_task03_ep000_seed0_step0050,50,expert_hidden,7,0.30000001192092896,0.4095082403545348,0.35720429411699794,0.06821845722606855
libero_goal_task03_ep000_seed0_step0050,50,expert_hidden,8,0.20000000298023224,0.4413174672651646,0.3883028940112075,0.06390220844193613
libero_goal_task03_ep000_seed0_step0050,50,expert_hidden,9,0.10000000149011612,0.48552468538385224,0.42273113376748805,0.06913641541546904
libero_goal_task03_ep000_seed0_step0050,50,velocity_executed,0,1.0,0.38829111056444754,0.27091635007519255,0.17805435693243563
libero_goal_task03_ep000_seed0_step0050,50,velocity_executed,1,0.8999999761581421,0.38742094061832655,0.2752993333752362,0.16918391007935185
libero_goal_task03_ep000_seed0_step0050,50,velocity_executed,2,0.800000011920929,0.38489024407056877,0.28568430968907854,0.14794169242671326
libero_goal_task03_ep000_seed0_step0050,50,velocity_executed,3,0.699999988079071,0.3793378609874283,0.30062985922445906,0.11575255622199641
libero_goal_task03_ep000_seed0_step0050,50,velocity_executed,4,0.6000000238418579,0.37331011068417735,0.3255338539634147,0.06836469818388557
libero_goal_task03_ep000_seed0_step0050,50,velocity_executed,5,0.5,0.3717717541164356,0.35856249466038626,0.018086594567038948
libero_goal_task03_ep000_seed0_step0050,50,velocity_executed,6,0.4000000059604645,0.3709547749197859,0.40747838666936925,-0.0469193934069062
libero_goal_task03_ep000_seed0_step0050,50,velocity_executed,7,0.30000001192092896,0.3908553675015943,0.46114987873022006,-0.08250478684200495
libero_goal_task03_ep000_seed0_step0050,50,velocity_executed,8,0.20000000298023224,0.44719091027770763,0.5235455479412305,-0.07865640258697487
libero_goal_task03_ep000_seed0_step0050,50,velocity_executed,9,0.10000000149011612,0.5567380708221298,0.5838474291381187,-0.02376793174815368
libero_goal_task03_ep000_seed0_step0050,50,velocity_padding,0,1.0,0.030734241727013632,0.03289367480833878,-0.03393845341651796
libero_goal_task03_ep000_seed0_step0050,50,velocity_padding,1,0.8999999761581421,0.02831260449193693,0.030495929594638593,-0.03712599092314495
libero_goal_task03_ep000_seed0_step0050,50,velocity_padding,2,0.800000011920929,0.02613391329769811,0.028471285177869822,-0.04280493332915041
libero_goal_task03_ep000_seed0_step0050,50,velocity_padding,3,0.699999988079071,0.02397583024458332,0.02628667403222563,-0.045975500442952115
libero_goal_task03_ep000_seed0_step0050,50,velocity_padding,4,0.6000000238418579,0.020722752815269533,0.022901687261089074,-0.04994756246740623
libero_goal_task03_ep000_seed0_step0050,50,velocity_padding,5,0.5,0.018330352185846437,0.019875940364962288,-0.04045375973239087
libero_goal_task03_ep000_seed0_step0050,50,velocity_padding,6,0.4000000059604645,0.016317987933335283,0.016682399566473896,-0.011042647094393062
libero_goal_task03_ep000_seed0_step0050,50,velocity_padding,7,0.30000001192092896,0.019971946795431565,0.01895022170573624,0.02625046674017327
libero_goal_task03_ep000_seed0_step0050,50,velocity_padding,8,0.20000000298023224,0.03268548477257367,0.033461359804894744,-0.01172958494508985
libero_goal_task03_ep000_seed0_step0050,50,velocity_padding,9,0.10000000149011612,0.07707970035839566,0.08324663715635623,-0.03846490160977538
libero_goal_task03_ep000_seed0_step0050,50,velocity_full,0,1.0,0.18362706314080643,0.13000234700121385,0.1709811465554515
libero_goal_task03_ep000_seed0_step0050,50,velocity_full,1,0.8999999761581421,0.18291946536787745,0.13155062045463417,0.16335049732595583
libero_goal_task03_ep000_seed0_step0050,50,velocity_full,2,0.800000011920929,0.18149191058687747,0.1359657615001001,0.14340856463630858
libero_goal_task03_ep000_seed0_step0050,50,velocity_full,3,0.699999988079071,0.17868018744634478,0.1425134770593139,0.11260094573376532
libero_goal_task03_ep000_seed0_step0050,50,velocity_full,4,0.6000000238418579,0.1755579394458652,0.15359425165421994,0.06672806192855259
libero_goal_task03_ep000_seed0_step0050,50,velocity_full,5,0.5,0.17463351852818706,0.1686199279420979,0.017519388801270932
libero_goal_task03_ep000_seed0_step0050,50,velocity_full,6,0.4000000059604645,0.17409668950626753,0.19115013819321214,-0.046690203428613936
libero_goal_task03_ep000_seed0_step0050,50,velocity_full,7,0.30000001192092896,0.1836562171051215,0.21633251656432242,-0.08169304960025463
libero_goal_task03_ep000_seed0_step0050,50,velocity_full,8,0.20000000298023224,0.2111402447512292,0.24664569416367524,-0.0775590650438173
libero_goal_task03_ep000_seed0_step0050,50,velocity_full,9,0.10000000149011612,0.269155679957177,0.2828092780769171,-0.02473634951097155
libero_goal_task03_ep000_seed0_step0050,50,flow_state_executed,0,1.0,0.0,0.0,0.0
libero_goal_task03_ep000_seed0_step0050,50,flow_state_executed,1,0.8999999761581421,0.03882939388418419,0.02709486296980227,0.1780002001444227
libero_goal_task03_ep000_seed0_step0050,50,flow_state_executed,2,0.800000011920929,0.07752316829879007,0.0545265876216072,0.17415087606103383
libero_goal_task03_ep000_seed0_step0050,50,flow_state_executed,3,0.699999988079071,0.11588581840292174,0.08286364871097936,0.16614972694753313
libero_goal_task03_ep000_seed0_step0050,50,flow_state_executed,4,0.6000000238418579,0.15359914283555867,0.11241270891416821,0.15482931925957974
libero_goal_task03_ep000_seed0_step0050,50,flow_state_executed,5,0.5,0.19034713581175983,0.1441343250974564,0.13816254745086254
libero_goal_task03_ep000_seed0_step0050,50,flow_state_executed,6,0.4000000059604645,0.22637478833797117,0.17867614489460684,0.11775961867979708
libero_goal_task03_ep000_seed0_step0050,50,flow_state_executed,7,0.30000001192092896,0.26101252853087176,0.21709267877639704,0.09186231206690935
libero_goal_task03_ep000_seed0_step0050,50,flow_state_executed,8,0.20000000298023224,0.295029251393299,0.2594809932031723,0.06410748680756277
libero_goal_task03_ep000_seed0_step0050,50,flow_state_executed,9,0.10000000149011612,0.3305268067369372,0.30562061346515845,0.03915160618566427
libero_goal_task03_ep000_seed0_step0050,50,flow_state_padding,0,1.0,0.0,0.0,0.0
libero_goal_task03_ep000_seed0_step0050,50,flow_state_padding,1,0.8999999761581421,0.0030817411813142607,0.003300320560162883,-0.03424902291810663
libero_goal_task03_ep000_seed0_step0050,50,flow_state_padding,2,0.800000011920929,0.0058411879701009296,0.006269582494308827,-0.035373019864164
libero_goal_task03_ep000_seed0_step0050,50,flow_state_padding,3,0.699999988079071,0.008354599892135951,0.009027550538757664,-0.038715039850631225
libero_goal_task03_ep000_seed0_step0050,50,flow_state_padding,4,0.6000000238418579,0.010609316324128391,0.011519023797826822,-0.04111051568643598
libero_goal_task03_ep000_seed0_step0050,50,flow_state_padding,5,0.5,0.012475725468159055,0.013599585713802634,-0.043100549703929916
libero_goal_task03_ep000_seed0_step0050,50,flow_state_padding,6,0.4000000059604645,0.01389210434758513,0.015203314857476809,-0.04506587448183454
libero_goal_task03_ep000_seed0_step0050,50,flow_state_padding,7,0.30000001192092896,0.014678605954153738,0.016098088440147228,-0.046121993083712745
libero_goal_task03_ep000_seed0_step0050,50,flow_state_padding,8,0.20000000298023224,0.014457333775405343,0.015876337979914164,-0.04677983647858177
libero_goal_task03_ep000_seed0_step0050,50,flow_state_padding,9,0.10000000149011612,0.012664513381104135,0.013758114020554227,-0.04138879237200515
libero_goal_task03_ep000_seed0_step0100,100,expert_hidden,0,1.0,0.30309888173906496,0.2525595030376163,0.09095404674179512
libero_goal_task03_ep000_seed0_step0100,100,expert_hidden,1,0.8999999761581421,0.31780302999771654,0.25937275356187933,0.10123480246430683
