state_id,episode_id,env_step,rollout_success,condition,noise_seed,action_chunk_rms,archive_chunk_rmse,flow_noise_sha256
libero_goal_task03_ep000_seed0_step0050,libero_goal_task03_ep000_seed0,50,False,original,101,0.8810644745826721,0.028283556501725714,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep000_seed0_step0050,libero_goal_task03_ep000_seed0,50,False,original,202,0.8897774815559387,0.030301550144807794,148e9ff6ab95498cc608e256be14834da739796dacb1e2447defccd4894c18e3
libero_goal_task03_ep000_seed0_step0050,libero_goal_task03_ep000_seed0,50,False,original,303,0.882120668888092,0.038030137580750474,5ee2e7d8575ebc8a1392f1e9eecb71af41fcc2e8bd745bee51963f7d73bda2ea
libero_goal_task03_ep000_seed0_step0050,libero_goal_task03_ep000_seed0,50,False,original,404,0.9023535847663879,0.02948749592292613,b20dfec0e643ea9c941f1475aaf9e9615914f7cd9cb9596b22007b25f8836215
libero_goal_task03_ep000_seed0_step0050,libero_goal_task03_ep000_seed0,50,False,repeat_original,101,0.8810644745826721,0.028283556501725714,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep000_seed0_step0050,libero_goal_task03_ep000_seed0,50,False,paraphrase,101,0.7990735173225403,0.11149252682371202,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep000_seed0_step0050,libero_goal_task03_ep000_seed0,50,False,alternate_goal,101,0.8011300563812256,0.24366360921666752,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep000_seed0_step0050,libero_goal_task03_ep000_seed0,50,False,contradictory_alternate_goal,101,0.8123063445091248,0.14122228723078323,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep000_seed0_step0050,libero_goal_task03_ep000_seed0,50,False,main_mean,101,0.8956336975097656,0.110910442976873,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep000_seed0_step0050,libero_goal_task03_ep000_seed0,50,False,wrist_mean,101,0.62894207239151,0.33062573265881423,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep000_seed0_step0100,libero_goal_task03_ep000_seed0,100,False,original,101,0.9161534905433655,0.022883286277637842,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep000_seed0_step0100,libero_goal_task03_ep000_seed0,100,False,original,202,0.9248782992362976,0.11311366390559109,148e9ff6ab95498cc608e256be14834da739796dacb1e2447defccd4894c18e3
