state_id,episode_id,env_step,rollout_success,condition,noise_seed,action_chunk_rms,archive_chunk_rmse,flow_noise_sha256
libero_goal_task03_ep000_seed0_step0100,libero_goal_task03_ep000_seed0,100,False,original,303,0.9149469137191772,0.01871943581683334,5ee2e7d8575ebc8a1392f1e9eecb71af41fcc2e8bd745bee51963f7d73bda2ea
libero_goal_task03_ep000_seed0_step0100,libero_goal_task03_ep000_seed0,100,False,original,404,0.9121682643890381,0.018652461481312846,b20dfec0e643ea9c941f1475aaf9e9615914f7cd9cb9596b22007b25f8836215
libero_goal_task03_ep000_seed0_step0100,libero_goal_task03_ep000_seed0,100,False,repeat_original,101,0.9161534905433655,0.022883286277637842,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep000_seed0_step0100,libero_goal_task03_ep000_seed0,100,False,paraphrase,101,0.8632045388221741,0.10672453066433109,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep000_seed0_step0100,libero_goal_task03_ep000_seed0,100,False,alternate_goal,101,0.9467810392379761,0.32246252520399105,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep000_seed0_step0100,libero_goal_task03_ep000_seed0,100,False,contradictory_alternate_goal,101,0.8904023766517639,0.26624082302803087,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep000_seed0_step0100,libero_goal_task03_ep000_seed0,100,False,main_mean,101,0.7836835384368896,0.32279312716086256,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep000_seed0_step0100,libero_goal_task03_ep000_seed0,100,False,wrist_mean,101,0.9947688579559326,0.4722187014666235,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0050,libero_goal_task03_ep001_seed1,50,True,original,101,0.8518005609512329,0.02224607735820563,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0050,libero_goal_task03_ep001_seed1,50,True,original,202,0.8674039244651794,0.025626680560106682,148e9ff6ab95498cc608e256be14834da739796dacb1e2447defccd4894c18e3
libero_goal_task03_ep001_seed1_step0050,libero_goal_task03_ep001_seed1,50,True,original,303,0.8573047518730164,0.029846165182891456,5ee2e7d8575ebc8a1392f1e9eecb71af41fcc2e8bd745bee51963f7d73bda2ea
libero_goal_task03_ep001_seed1_step0050,libero_goal_task03_ep001_seed1,50,True,original,404,0.8695239424705505,0.022113232137416765,b20dfec0e643ea9c941f1475aaf9e9615914f7cd9cb9596b22007b25f8836215
libero_goal_task03_ep001_seed1_step0050,libero_goal_task03_ep001_seed1,50,True,repeat_original,101,0.8518005609512329,0.02224607735820563,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0050,libero_goal_task03_ep001_seed1,50,True,paraphrase,101,0.7135830521583557,0.13095529747037635,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0050,libero_goal_task03_ep001_seed1,50,True,alternate_goal,101,0.727767288684845,0.3265262435639607,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0050,libero_goal_task03_ep001_seed1,50,True,contradictory_alternate_goal,101,0.7097630500793457,0.2053878824453347,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0050,libero_goal_task03_ep001_seed1,50,True,main_mean,101,0.9048840999603271,0.1071271258435605,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0050,libero_goal_task03_ep001_seed1,50,True,wrist_mean,101,0.5880100727081299,0.541723252355956,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0100,libero_goal_task03_ep001_seed1,100,True,original,101,0.8874413371086121,0.01550211024959887,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0100,libero_goal_task03_ep001_seed1,100,True,original,202,0.8827549815177917,0.1060242420603269,148e9ff6ab95498cc608e256be14834da739796dacb1e2447defccd4894c18e3
libero_goal_task03_ep001_seed1_step0100,libero_goal_task03_ep001_seed1,100,True,original,303,0.8811455368995667,0.01410577956043273,5ee2e7d8575ebc8a1392f1e9eecb71af41fcc2e8bd745bee51963f7d73bda2ea
libero_goal_task03_ep001_seed1_step0100,libero_goal_task03_ep001_seed1,100,True,original,404,0.8807475566864014,0.0137967583953732,b20dfec0e643ea9c941f1475aaf9e9615914f7cd9cb9596b22007b25f8836215
libero_goal_task03_ep001_seed1_step0100,libero_goal_task03_ep001_seed1,100,True,repeat_original,101,0.8874413371086121,0.01550211024959887,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0100,libero_goal_task03_ep001_seed1,100,True,paraphrase,101,0.8970433473587036,0.0949031311320729,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0100,libero_goal_task03_ep001_seed1,100,True,alternate_goal,101,0.9304826855659485,0.2551342098944787,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0100,libero_goal_task03_ep001_seed1,100,True,contradictory_alternate_goal,101,0.8959096670150757,0.21021324724808854,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0100,libero_goal_task03_ep001_seed1,100,True,main_mean,101,0.7922245264053345,0.3460539367780748,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
libero_goal_task03_ep001_seed1_step0100,libero_goal_task03_ep001_seed1,100,True,wrist_mean,101,1.0052132606506348,0.4259387446729762,33283816b0faacbe9fd52819f0033cde5e165ca1e93d191693a1b4ecd029a173
