state_id,env_step,left_seed,right_seed,action_rmse,vlm_last_layer_rmse,action_expert_last_layer_rmse,kv_key_norm_rmse,action_head_input_rmse,active_head_output_rmse,padding_head_output_rmse,active_row_energy_fraction,padding_row_energy_fraction,full_output_row_energy_fraction,output_null_energy_fraction
libero_goal_task03_ep000_seed0_step0050,50,101,202,0.13538222929364843,0.0,0.4619295672707,0.0,0.47559512323336633,1.0985699966517994,1.3737657609101197,0.07026760321403175,0.6565102052331623,0.7271637490376861,0.2728362509623139
libero_goal_task03_ep000_seed0_step0050,50,101,303,0.13816278057837544,0.0,0.4733997391346707,0.0,0.4883706447221726,1.1509541072396627,1.4160411383803753,0.07684402391265042,0.6596003959952222,0.7364410978441036,0.2635589021558964
libero_goal_task03_ep000_seed0_step0050,50,101,404,0.1250227835681363,0.0,0.45558101406975327,0.0,0.47018782266833054,1.0839273016733302,1.3706899413462066,0.07267239487322463,0.6660299920505678,0.7386268768689299,0.2613731231310701
libero_goal_task03_ep000_seed0_step0050,50,202,303,0.14934475077963574,0.0,0.4650177132714263,0.0,0.47962049345600144,1.0916380607889795,1.3806558716600676,0.06900337318578885,0.6521006588430884,0.7210749988522316,0.2789250011477684
libero_goal_task03_ep000_seed0_step0050,50,202,404,0.15362554472711257,0.0,0.4660295661482152,0.0,0.48143958913962775,1.0944248471361238,1.3920524782966575,0.06646510199702245,0.6567855377496877,0.7235889018748549,0.2764110981251451
libero_goal_task03_ep000_seed0_step0050,50,303,404,0.13558730442960937,0.0,0.4666893923546808,0.0,0.4814520367955362,1.0830392329187815,1.4112369467606274,0.06561490199757886,0.6735366013776048,0.7394666990809494,0.2605333009190506
libero_goal_task03_ep000_seed0_step0100,100,101,202,0.15095802955740384,0.0,0.448054531427779,0.0,0.4703445126899443,1.1309931617427746,1.3644241603942284,0.07464676314495096,0.6621126273260179,0.7373076313258423,0.2626923686741577
libero_goal_task03_ep000_seed0_step0100,100,101,303,0.08625573772058658,0.0,0.4480537455328282,0.0,0.4707212575713357,1.1825087282530493,1.4015227338383984,0.08555512573132323,0.6955395983041509,0.7810751111408293,0.21892488885917072
libero_goal_task03_ep000_seed0_step0100,100,101,404,0.08544843574474877,0.0,0.43567250659570866,0.0,0.45801045351762776,1.1453336013291584,1.3620131466655083,0.08596581741864476,0.6928934372788708,0.7788288391928255,0.22117116080717447
libero_goal_task03_ep000_seed0_step0100,100,202,303,0.14872973678089285,0.0,0.4477185502057506,0.0,0.4703368334321131,1.1767166347096831,1.3679393365396384,0.08220438657068087,0.6655933352075616,0.7482701161498275,0.2517298838501725
libero_goal_task03_ep000_seed0_step0100,100,202,404,0.1447244077010844,0.0,0.4532807230201072,0.0,0.4767778391652538,1.2029845030237325,1.3880905154273677,0.08373451001432484,0.665866465753909,0.7502085593640871,0.24979144063591285
libero_goal_task03_ep000_seed0_step0100,100,303,404,0.08191059116966042,0.0,0.44364561205207215,0.0,0.4654265518350791,1.1013881854491052,1.4055000767592554,0.07218151529084631,0.7147652407707885,0.7870334679929077,0.21296653200709226
libero_goal_task03_ep001_seed1_step0050,50,101,202,0.11769243703442897,0.0,0.4530505792586074,0.0,0.4666690811982253,1.1261031043396368,1.3573200432164125,0.0761414738513532,0.6656747660868125,0.7422603646412835,0.25773963535871647
libero_goal_task03_ep001_seed1_step0050,50,101,303,0.1055386389305605,0.0,0.463943505976205,0.0,0.4787013124245133,1.1582251185813859,1.3980881853380716,0.08014209570850399,0.6691677467653151,0.7493142990464285,0.25068570095357146
libero_goal_task03_ep001_seed1_step0050,50,101,404,0.10589351379637794,0.0,0.44731114982320713,0.0,0.4618727912807632,1.099029950554701,1.3542525912907815,0.07659352415838301,0.6737127237204634,0.7502348300474473,0.2497651699525527
libero_goal_task03_ep001_seed1_step0050,50,202,303,0.11369844556325417,0.0,0.45423930352032915,0.0,0.46844763861656163,1.1228914604243878,1.3649386552758072,0.07575631838672252,0.6679731000897682,0.743625001807587,0.25637499819241305
libero_goal_task03_ep001_seed1_step0050,50,202,404,0.12644895386130023,0.0,0.45578585373938935,0.0,0.47079895797006155,1.0982526961051682,1.3742775420259585,0.06995361025030948,0.6692941363907061,0.739663636523671,0.26033636347632905
libero_goal_task03_ep001_seed1_step0050,50,303,404,0.10856933842179571,0.0,0.4574872915483977,0.0,0.47165164950252636,1.0818204709573638,1.3941448274805144,0.06796407504375786,0.6848338468016008,0.753230160801162,0.246769839198838
libero_goal_task03_ep001_seed1_step0100,100,101,202,0.12439686205744449,0.0,0.4318802528133247,0.0,0.4584331628531503,1.1796268091164475,1.3532590451822042,0.08568401669638116,0.6855562001202617,0.7717004482006834,0.2282995517993166
libero_goal_task03_ep001_seed1_step0100,100,101,303,0.06146504032409425,0.0,0.43575824002244473,0.0,0.4625890228656316,1.215385786640524,1.391675041163514,0.09313803118650946,0.7101293951951253,0.8032493150755793,0.19675068492442072
libero_goal_task03_ep001_seed1_step0100,100,101,404,0.05930504769586725,0.0,0.42160482212941397,0.0,0.4477979431202824,1.167295722852399,1.3498737501394513,0.09169662203408603,0.711981629182778,0.8035629004335645,0.1964370995664355
libero_goal_task03_ep001_seed1_step0100,100,202,303,0.12539656432381166,0.0,0.4331267891711743,0.0,0.45996404475133423,1.209745005021317,1.357396704229183,0.0905841596985206,0.6852928331641832,0.7760740577834725,0.2239259422165275
libero_goal_task03_ep001_seed1_step0100,100,202,404,0.12439043958955105,0.0,0.43749393694378513,0.0,0.46511174330977306,1.224850571259838,1.374103915761964,0.09042069551414518,0.6857224229506169,0.7766434009549589,0.22335659904504113
libero_goal_task03_ep001_seed1_step0100,100,303,404,0.0606832870906601,0.0,0.43006186959990805,0.0,0.4559745793125001,1.1253950016499428,1.3911038254894843,0.0781428069056032,0.7295117844608191,0.8079380125309278,0.19206198746907222
