feature_set,horizon,suite,episodes,failure_prevalence,auprc,auroc,brier,task_centered_auprc,task_centered_auroc,within_task_pairwise_auc,eligible_tasks,comparable_success_failure_pairs,task_eta_squared
all_diagnostic_features,0,libero_object,100,0.33,0.38392928885845035,0.6056083220262325,0.24535644269459883,0.4622766179839223,0.5753052917232021,0.6035502958579881,9,169,0.5917907977630533
all_diagnostic_features,0,libero_spatial,100,0.39,0.42066383340779123,0.4863387978142077,0.30494700249948026,0.36699175479105406,0.4560739806641446,0.44970414201183434,8,169,0.9210165307727165
layer_action_expert_layer_03,0,libero_10,100,0.56,0.6310406260320033,0.578327922077922,0.33474189399883736,0.6338287643255925,0.5328733766233766,0.5925925925925926,8,162,0.7834852856527047
layer_action_expert_layer_03,0,libero_goal,100,0.17,0.15822211007758633,0.4514528703047484,0.15913407985814992,0.17852073056564735,0.48547129695251595,0.45528455284552843,8,123,0.6431936043408379
layer_action_expert_layer_03,0,libero_object,100,0.33,0.3166658059038914,0.40208050655811856,0.2578895501048988,0.40660819479549415,0.5662596110357305,0.6449704142011834,9,169,0.4784807725390564
layer_action_expert_layer_03,0,libero_spatial,100,0.39,0.3805597609496555,0.4228667507356032,0.3001570574752091,0.3816579496746408,0.4585960487599832,0.44970414201183434,8,169,0.6343817474582629
layer_action_expert_layer_07,0,libero_10,100,0.56,0.6516497158945618,0.6254058441558442,0.3106103093394775,0.5494524241803154,0.4829545454545454,0.5061728395061729,8,162,0.8794152004423399
layer_action_expert_layer_07,0,libero_goal,100,0.17,0.14448816402080952,0.39900779588944013,0.1754549089308242,0.15288572397465225,0.3359319631467044,0.3333333333333333,8,123,0.8292488511850203
layer_action_expert_layer_07,0,libero_object,100,0.33,0.3965954530819146,0.606060606060606,0.22205153246328646,0.4230434071083292,0.608322026232474,0.650887573964497,9,169,0.6903891333756094
layer_action_expert_layer_07,0,libero_spatial,100,0.39,0.41377138208653724,0.4649012189995797,0.29096735672444385,0.4241258122106794,0.5229087852038672,0.514792899408284,8,169,0.6097290998143818
layer_action_expert_layer_11,0,libero_10,100,0.56,0.6940410691190619,0.6603084415584415,0.2784731718785725,0.5855031152750823,0.497564935064935,0.46296296296296297,8,162,0.9324073315963985
layer_action_expert_layer_11,0,libero_goal,100,0.17,0.16480611044941101,0.4720056697377747,0.18490187846429973,0.19441797805607824,0.3472714386959603,0.37398373983739835,8,123,0.9035668506902419
layer_action_expert_layer_11,0,libero_object,100,0.33,0.3881448132135452,0.5784712799638173,0.2317329173786451,0.460063116958524,0.613749434644957,0.6153846153846154,9,169,0.7567844735744961
layer_action_expert_layer_11,0,libero_spatial,100,0.39,0.3631159268116115,0.44976881042454814,0.29440691352893045,0.3971804193169147,0.5245901639344263,0.5325443786982249,8,169,0.8760783314828274
layer_action_expert_layer_15,0,libero_10,100,0.56,0.7794637219729713,0.6838474025974027,0.26001591734246554,0.5352931565392776,0.461038961038961,0.41358024691358025,8,162,0.9444992442281401
layer_action_expert_layer_15,0,libero_goal,100,0.17,0.19942615029967503,0.44436569808646353,0.1525904122532974,0.2489476510035738,0.43373493975903615,0.43089430894308944,8,123,0.5087578507834322
layer_action_expert_layer_15,0,libero_object,100,0.33,0.3935976472407022,0.5757575757575757,0.2346216646239815,0.47126436817779194,0.623699683401176,0.6390532544378699,9,169,0.659775162531002
layer_action_expert_layer_15,0,libero_spatial,100,0.39,0.41460316600997116,0.548129466162253,0.276836743147418,0.48687875618387544,0.6216897856242118,0.650887573964497,8,169,0.9034711875775734
layer_vlm_layer_03,0,libero_10,100,0.56,0.6195073924208139,0.6075487012987012,0.28330127320974835,0.6300004419157756,0.5531655844155845,0.5679012345679012,8,162,0.8148424600514669
layer_vlm_layer_03,0,libero_goal,100,0.17,0.2573948023500656,0.5818568391211907,0.14746089161744705,0.3106149765323801,0.6484762579730687,0.6910569105691057,8,123,0.3178006145284324
layer_vlm_layer_03,0,libero_object,100,0.33,0.44968618020498297,0.5450022614201719,0.2549503414167501,0.37598600506252045,0.48801447308909995,0.514792899408284,9,169,0.5175443245869689
layer_vlm_layer_03,0,libero_spatial,100,0.39,0.3438409946738039,0.280369903320723,0.3136772827358136,0.3428971134131013,0.42580916351408155,0.378698224852071,8,169,0.6934537592219865
layer_vlm_layer_07,0,libero_10,100,0.56,0.6249245931543643,0.6209415584415584,0.28153849808269377,0.6110922961723676,0.5620941558441559,0.5740740740740741,8,162,0.778603347164625
layer_vlm_layer_07,0,libero_goal,100,0.17,0.2471796227433704,0.5683912119064494,0.1500304905297076,0.2886586354502699,0.6215450035435861,0.6585365853658537,8,123,0.36084892287465475
layer_vlm_layer_07,0,libero_object,100,0.33,0.44885149711497674,0.5694255992763455,0.24532308852217305,0.36956445041567576,0.48258706467661694,0.4911242603550296,9,169,0.4657064692830735
layer_vlm_layer_07,0,libero_spatial,100,0.39,0.3362412923299128,0.3064312736443884,0.3073566392907991,0.35567622341370064,0.41908364859184527,0.378698224852071,8,169,0.6810356094007025
